"Entry ID","Structure Author","Deposition Date","Resolution (Å)","Citation Author","Title","Publication Year","Structure Title","Expression Host","Source Organism","Total Number of Polymer Residues per Assembly",
"1JGP","Yusupova, G.Z.","2001-06-26","7","Yusupova, G.Z., Yusupov, M.M., Cate, J.H., Noller, H.F.","The path of messenger RNA through the ribosome.",2001,"The Path of Messenger RNA Through the Ribosome. THIS FILE, 1JGP, CONTAINS THE 30S RIBOSOME SUBUNIT, THREE TRNA, AND MRNA MOLECULES. 50S RIBOSOME SUBUNIT IS IN THE FILE 1GIY",,"Thermus thermophilus",4327,
,"Yusupov, M.M.",,,,,,,,,,
,"Cate, J.H.D.",,,,,,,,,,
,"Noller, H.F.",,,,,,,,,,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
"1JGQ","Yusupova, G.Z.","2001-06-26","5","Yusupova, G.Z., Yusupov, M.M., Cate, J.H., Noller, H.F.","The path of messenger RNA through the ribosome.",2001,"The Path of Messenger RNA Through the Ribosome. THIS FILE, 1JGQ, CONTAINS THE 30S RIBOSOME SUBUNIT, THREE TRNA, AND MRNA MOLECULES. 50S RIBOSOME SUBUNIT IS IN THE FILE 1GIY",,"Thermus thermophilus",4327,
,"Yusupov, M.M.",,,,,,,,,,
,"Cate, J.H.D.",,,,,,,,,,
,"Noller, H.F.",,,,,,,,,,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
"1JJ2","Klein, D.J.","2001-07-03","2.4","Klein, D.J., Schmeing, T.M., Moore, P.B., Steitz, T.A.","The kink-turn: a new RNA secondary structure motif.",2001,"Fully Refined Crystal Structure of the Haloarcula marismortui Large Ribosomal Subunit at 2.4 Angstrom Resolution",,"Haloarcula marismortui",7279,
,"Schmeing, T.M.",,,,,,,,"Haloarcula marismortui",,
,"Moore, P.B.",,,,,,,,"Haloarcula marismortui",,
,"Steitz, T.A.",,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
"1JZX","Schluenzen, F.","2001-09-17","3.1","Schlunzen, F., Zarivach, R., Harms, J., Bashan, A., Tocilj, A., Albrecht, R., Yonath, A., Franceschi, F.","Structural basis for the interaction of antibiotics with the peptidyl transferase centre in eubacteria.",2001,"Structural Basis for the Interaction of Antibiotics with the Peptidyl Transferase Center in Eubacteria",,"Deinococcus radiodurans",3279,
,"Zarivach, R.",,,,,,,,"Deinococcus radiodurans",,
,"Harms, J.",,,,,,,,"Deinococcus radiodurans",,
,"Bashan, A.",,,,,,,,"Deinococcus radiodurans",,
,"Tocilj, A.",,,,,,,,,,
,"Albrecht, R.",,,,,,,,,,
,"Yonath, A.",,,,,,,,,,
,"Franceschi, F.",,,,,,,,,,
"1JZY","Schluenzen, F.","2001-09-17","3.5","Schlunzen, F., Zarivach, R., Harms, J., Bashan, A., Tocilj, A., Albrecht, R., Yonath, A., Franceschi, F.","Structural basis for the interaction of antibiotics with the peptidyl transferase centre in eubacteria.",2001,"Structural Basis for the Interaction of Antibiotics with the Peptidyl Transferase Center in Eubacteria",,"Deinococcus radiodurans",3279,
,"Zarivach, R.",,,,,,,,"Deinococcus radiodurans",,
,"Harms, J.",,,,,,,,"Deinococcus radiodurans",,
,"Bashan, A.",,,,,,,,"Deinococcus radiodurans",,
,"Tocilj, A.",,,,,,,,,,
,"Albrecht, R.",,,,,,,,,,
,"Yonath, A.",,,,,,,,,,
,"Franceschi, F.",,,,,,,,,,
"1JZZ","Schluenzen, F.","2001-09-17","3.8","Schlunzen, F., Zarivach, R., Harms, J., Bashan, A., Tocilj, A., Albrecht, R., Yonath, A., Franceschi, F.","Structural basis for the interaction of antibiotics with the peptidyl transferase centre in eubacteria.",2001,"Structural Basis for the Interaction of Antibiotics with the Peptidyl Transferase Center in Eubacteria",,"Deinococcus radiodurans",3279,
,"Zarivach, R.",,,,,,,,"Deinococcus radiodurans",,
,"Harms, J.",,,,,,,,"Deinococcus radiodurans",,
,"Bashan, A.",,,,,,,,"Deinococcus radiodurans",,
,"Tocilj, A.",,,,,,,,,,
,"Albrecht, R.",,,,,,,,,,
,"Yonath, A.",,,,,,,,,,
,"Franceschi, F.",,,,,,,,,,
"1K01","Schluenzen, F.","2001-09-17","3.5","Schlunzen, F., Zarivach, R., Harms, J., Bashan, A., Tocilj, A., Albrecht, R., Yonath, A., Franceschi, F.","Structural basis for the interaction of antibiotics with the peptidyl transferase centre in eubacteria.",2001,"Structural Basis for the Interaction of Antibiotics with the Peptidyl Transferase Center in Eubacteria",,"Deinococcus radiodurans",3279,
,"Zarivach, R.",,,,,,,,"Deinococcus radiodurans",,
,"Harms, J.",,,,,,,,"Deinococcus radiodurans",,
,"Bashan, A.",,,,,,,,"Deinococcus radiodurans",,
,"Tocilj, A.",,,,,,,,,,
,"Albrecht, R.",,,,,,,,,,
,"Yonath, A.",,,,,,,,,,
,"Franceschi, F.",,,,,,,,,,
"1K73","Hansen, J.","2001-10-18","3.01","Hansen, J., Moore, P.B., Steitz, T.A.","Structures of Five Antibiotics Bound at the Peptidyl Transferase Center of 
the Large Ribosomal Subunit",2003,"Co-crystal Structure of Anisomycin Bound to the 50S Ribosomal Subunit",,"Haloarcula marismortui",7279,
,"Ban, N.",,,,,,,,"Haloarcula marismortui",,
,"Nissen, P.",,,,,,,,"Haloarcula marismortui",,
,"Moore, P.B.",,,,,,,,"Haloarcula marismortui",,
,"Steitz, T.A.",,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
"1K8A","Hansen, J.L.","2001-10-23","3","Hansen, J.L., Ippolito, J.A., Ban, N., Nissen, P., Moore, P.B., Steitz, T.A.","The structures of four macrolide antibiotics bound to the large ribosomal subunit.",2002,"Co-crystal structure of Carbomycin A bound to the 50S ribosomal subunit of Haloarcula marismortui",,"Haloarcula marismortui",7279,
,"Ippolito, J.A.",,,,,,,,"Haloarcula marismortui",,
,"Ban, N.",,,,,,,,"Haloarcula marismortui",,
,"Nissen, P.",,,,,,,,"Haloarcula marismortui",,
,"Moore, P.B.",,,,,,,,"Haloarcula marismortui",,
,"Steitz, T.",,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
"1K9M","Hansen, J.L.","2001-10-29","3","Hansen, J.L., Ippolito, J.A., Ban, N., Nissen, P., Moore, P.B., Steitz, T.A.","The structures of four macrolide antibiotics bound to the large ribosomal subunit.",2002,"Co-crystal structure of tylosin bound to the 50S ribosomal subunit of Haloarcula marismortui",,"Haloarcula marismortui",7279,
,"Ippolito, J.A.",,,,,,,,"Haloarcula marismortui",,
,"Ban, N.",,,,,,,,"Haloarcula marismortui",,
,"Nissen, P.",,,,,,,,"Haloarcula marismortui",,
,"Moore, P.B.",,,,,,,,"Haloarcula marismortui",,
,"Steitz, T.A.",,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
"1KC8","Hansen, J.L.","2001-11-07","3.01","Hansen, J., Moore, P.B., Steitz, T.A.","Structures of Five Antibiotics Bound at the Peptidyl Transferase Center of 
the Large Ribosomal Subunit",2003,"Co-crystal Structure of Blasticidin S Bound to the 50S Ribosomal Subunit",,"Haloarcula marismortui",7279,
,"Ban, N.",,,,,,,,"Haloarcula marismortui",,
,"Nissen, P.",,,,,,,,"Haloarcula marismortui",,
,"Moore, P.B.",,,,,,,,"Haloarcula marismortui",,
,"Steitz, T.A.",,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
"1KD1","Hansen, J.L.","2001-11-12","3","Hansen, J.L., Ippolito, J.A., Ban, N., Nissen, P., Moore, P.B., Steitz, T.A.","The structures of four macrolide antibiotics bound to the large ribosomal subunit.",2002,"Co-crystal Structure of Spiramycin bound to the 50S Ribosomal Subunit of Haloarcula marismortui",,"Haloarcula marismortui",7279,
,"Ippolito, J.A.",,,,,,,,"Haloarcula marismortui",,
,"Ban, N.",,,,,,,,"Haloarcula marismortui",,
,"Nissen, P.",,,,,,,,"Haloarcula marismortui",,
,"Moore, P.B.",,,,,,,,"Haloarcula marismortui",,
,"Steitz, T.A.",,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
"1KQS","Schmeing, T.M.","2002-01-07","3.1","Schmeing, T.M., Seila, A.C., Hansen, J.L., Freeborn, B., Soukup, J.K., Scaringe, S.A., Strobel, S.A., Moore, P.B., Steitz, T.A.","A pre-translocational intermediate in protein synthesis observed in crystals of enzymatically active 50S subunits.",2002,"The Haloarcula marismortui 50S Complexed with a Pretranslocational Intermediate in Protein Synthesis",,"Haloarcula marismortui",7284,
,"Seila, A.C.",,,,,,,,"Haloarcula marismortui",,
,"Hansen, J.L.",,,,,,,,"Haloarcula marismortui",,
,"Freeborn, B.",,,,,,,,"Haloarcula marismortui",,
,"Soukup, J.K.",,,,,,,,"Haloarcula marismortui",,
,"Scaringe, S.A.",,,,,,,,"Haloarcula marismortui",,
,"Strobel, S.A.",,,,,,,,"Haloarcula marismortui",,
,"Moore, P.B.",,,,,,,,"Haloarcula marismortui",,
,"Steitz, T.A.",,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,,,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,,,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
"1M1K","Hansen, J.L.","2002-06-19","3.2","Hansen, J.L., Ippolito, J.A., Ban, N., Nissen, P., Moore, P.B., Steitz, T.A.","The structures of four macrolide antibiotics bound to the large ribosomal subunit.",2002,"Co-crystal structure of azithromycin bound to the 50S ribosomal subunit of Haloarcula marismortui",,"Haloarcula marismortui",7279,
,"Ippolito, J.A.",,,,,,,,"Haloarcula marismortui",,
,"Ban, N.",,,,,,,,"Haloarcula marismortui",,
,"Nissen, P.",,,,,,,,"Haloarcula marismortui",,
,"Moore, P.B.",,,,,,,,"Haloarcula marismortui",,
,"Steitz, T.A.",,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
"1M90","Hansen, J.L.","2002-07-26","2.8","Hansen, J.L., Schmeing, T.M., Moore, P.B., Steitz, T.A.","Structural insights into peptide bond formation.",2002,"Co-crystal structure of CCA-Phe-caproic acid-biotin and sparsomycin bound to the 50S ribosomal subunit",,"Haloarcula marismortui",7282,
,"Schmeing, T.M.",,,,,,,,"Haloarcula marismortui",,
,"Moore, P.B.",,,,,,,,"Haloarcula marismortui",,
,"Steitz, T.A.",,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,,,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
,,,,,,,,,"Haloarcula marismortui",,
"1MJ1","Stark, H.","2002-08-26","13","Stark, H., Rodnina, M.V., Wieden, H.-J., Zemlin, F., Wintermeyer, W., van Heel, M.","Ribosome Interactions of Aminoacyl-tRNA and Elongation Factor TU in the   
Codon Recognition Complex",2002,"FITTING THE TERNARY COMPLEX OF EF-Tu/tRNA/GTP AND RIBOSOMAL PROTEINS INTO A 13 A CRYO-EM MAP OF THE COLI 70S RIBOSOME",,"Escherichia coli",1027,
,"Rodnina, M.V.",,,,,,,,"Escherichia coli",,
,"Wieden, H.-J.",,,,,,,,"Escherichia coli",,
,"Zemlin, F.",,,,,,,,"Escherichia coli",,
,"Wintermeyer, W.",,,,,,,,"Escherichia coli",,
,"Vanheel, M.",,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
"1ML5","Klaholz, B.P.","2002-08-30","14","Klaholz, B.P., Pape, T., Zavialov, A.V., Myasnikov, A.G., Orlova, E.V., Vestergaard, B., Ehrenberg, M., van Heel, M.","Structure of the Escherichia coli ribosomal termination complex with release factor 2",2003,"Structure of the E. coli ribosomal termination complex with release factor 2",,"Escherichia coli",10396,
,"Pape, T.",,,,,,,,"Escherichia coli",,
,"Zavialov, A.V.",,,,,,,,"Escherichia coli",,
,"Myasnikov, A.G.",,,,,,,,"Escherichia coli",,
,"Orlova, E.V.",,,,,,,,"Escherichia coli",,
,"Vestergaard, B.",,,,,,,,"Escherichia coli",,
,"Ehrenberg, M.",,,,,,,,"Escherichia coli",,
,"van Heel, M.",,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,"Escherichia coli BL21(DE3)","Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
"1N32","Ogle, J.M.","2002-10-25","3","Ogle, J.M., Murphy IV, F.V., Tarry, M.J., Ramakrishnan, V.","Selection of tRNA by the Ribosome Requires a Transition from an Open to a Closed Form",2002,"Structure of the Thermus thermophilus 30S ribosomal subunit bound to codon and near-cognate transfer RNA anticodon stem-loop mismatched at the first codon position at the a site with paromomycin",,"Thermus thermophilus",4077,
,"Murphy IV, F.V.",,,,,,,,"Thermus thermophilus",,
,"Tarry, M.J.",,,,,,,,"Thermus thermophilus",,
,"Ramakrishnan, V.",,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
"1N33","Ogle, J.M.","2002-10-25","3.35","Ogle, J.M., Murphy IV, F.V., Tarry, M.J., Ramakrishnan, V.","Selection of tRNA by the Ribosome Requires a Transition from an Open to a Closed Form",2002,"Structure of the Thermus thermophilus 30S ribosomal subunit bound to codon and near-cognate transfer rna anticodon stem-loop mismatched at the second codon position at the a site with paromomycin",,"Thermus thermophilus",4077,
,"Murphy IV, F.V.",,,,,,,,"Thermus thermophilus",,
,"Tarry, M.J.",,,,,,,,"Thermus thermophilus",,
,"Ramakrishnan, V.",,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus",,
