"Assembly ID","Deposition Date","PDB ID","DOI","Title",
"3J2E-1","2012-09-28","3J2E","10.1093/nar/gks1256","Dissecting the in vivo assembly of the 30S ribosomal subunit reveals the role of RimM and general features of the assembly process",
"6RW4-1","2019-06-03","6RW4","10.1038/s41467-020-16503-2","Distinct pre-initiation steps in human mitochondrial translation.",
"1JGP-1","2001-06-26","1JGP","10.1016/S0092-8674(01)00435-4","The path of messenger RNA through the ribosome.",
"4V6T-1","2012-01-27","4V6T","10.1038/nature11006","The complex of tmRNA-SmpB and EF-G on translocating ribosomes.",
"4V75-1","2013-10-14","4V75","10.1038/nsmb.2690","Energy barriers and driving forces in tRNA translocation through the ribosome.",
"4V6S-1","2011-12-09","4V6S","10.1073/pnas.1201288109","Structural characterization of mRNA-tRNA translocation intermediates.",
"4V74-1","2013-10-14","4V74","10.1038/nsmb.2690","Energy barriers and driving forces in tRNA translocation through the ribosome.",
"3JCT-1","2016-03-09","3JCT","10.1038/nature17942","Diverse roles of assembly factors revealed by structures of late nuclear pre-60S ribosomes",
"3JD5-1","2016-04-08","3JD5","10.1073/pnas.1401657111","Cryo-EM structure of the small subunit of the mammalian mitochondrial ribosome.",
"3J2C-1","2012-09-28","3J2C","10.1093/nar/gks1256","Dissecting the in vivo assembly of the 30S ribosomal subunit reveals the role of RimM and general features of the assembly process",
"4V6R-1","2011-12-08","4V6R","10.1073/pnas.1201288109","Structural characterization of mRNA-tRNA translocation intermediates.",
"4V73-1","2013-10-14","4V73","10.1038/nsmb.2690","Energy barriers and driving forces in tRNA translocation through the ribosome.",
"5BR8-1","2015-05-29","5BR8",,"Ambient-temperature crystal structure of 30S ribosomal subunit from Thermus thermophilus in complex with paromomycin",
"4V5E-2","2009-04-30","4V5E","10.1126/science.1164840","Insights Into Translational Termination from the Structure of Rf2 Bound to the Ribosome.",
"4V5E-1","2009-04-30","4V5E","10.1126/science.1164840","Insights Into Translational Termination from the Structure of Rf2 Bound to the Ribosome.",
"1FFZ-1","2000-07-26","1FFZ","10.1126/science.289.5481.920","The structural basis of ribosome activity in peptide bond synthesis.",
"4V5F-1","2009-09-01","4V5F","10.1126/science.1179709","The structure of the ribosome with elongation factor G trapped in the posttranslocational state.",
"4V5F-2","2009-09-01","4V5F","10.1126/science.1179709","The structure of the ribosome with elongation factor G trapped in the posttranslocational state.",
"3JBV-1","2015-10-16","3JBV","10.7554/eLife.09684","Mechanisms of ribosome stalling by SecM at multiple elongation steps",
"3JBU-1","2015-10-16","3JBU","10.7554/eLife.09684","Mechanisms of ribosome stalling by SecM at multiple elongation steps",
"4V5D-1","2009-03-24","4V5D","10.1038/nsmb.1577","Insights into substrate stabilization from snapshots of the peptidyl transferase center of the intact 70S ribosome.",
"4V5D-2","2009-03-24","4V5D","10.1038/nsmb.1577","Insights into substrate stabilization from snapshots of the peptidyl transferase center of the intact 70S ribosome.",
"4U1V-2","2014-07-16","4U1V","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"4U27-2","2014-07-16","4U27","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"4U1V-1","2014-07-16","4U1V","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"4U27-1","2014-07-16","4U27","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"4U1U-1","2014-07-16","4U1U","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"4U26-1","2014-07-16","4U26","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"4U1U-2","2014-07-16","4U1U","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"4U26-2","2014-07-16","4U26","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"1J5A-1","2002-03-06","1J5A","10.1038/35101544","Structural basis for the interaction of antibiotics with the peptidyl transferase centre in eubacteria.",
"1IBM-1","2001-03-28","1IBM","10.1126/science.1060612","Recognition of cognate transfer RNA by the 30S ribosomal subunit.",
"4U25-2","2014-07-16","4U25","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"4U25-1","2014-07-16","4U25","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"6WYV-1","2020-05-13","6WYV",,"Synthesis and mechanism of action of group A streptogramin antibiotics that overcome resistance",
"4U24-1","2014-07-16","4U24","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"4U24-2","2014-07-16","4U24","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"6Z1P-1","2020-05-14","6Z1P",,"The mitochondrial ribosome from Tetrahymena thermophila",
"4V5Y-2","2007-06-19","4V5Y","10.1038/nsmb1271","Structural basis for aminoglycoside inhibition of bacterial ribosome recycling.",
"4V5Y-1","2007-06-19","4V5Y","10.1038/nsmb1271","Structural basis for aminoglycoside inhibition of bacterial ribosome recycling.",
"5OT7-1","2017-08-21","5OT7","10.1093/nar/gky081","The structure of an elongation factor G-ribosome complex captured in the absence of inhibitors.",
"2UXC-1","2007-03-28","2UXC","10.1261/RNA.367307","Structures of Trnas with an Expanded Anticodon Loop in the Decoding Center of the 30S Ribosomal Subunit.",
"4V5J-1","2010-03-24","4V5J","10.1073/pnas.1003995107","Structure of the 70S ribosome bound to release factor 2 and a substrate analog provides insights into catalysis of peptide release.",
"4V5J-2","2010-03-24","4V5J","10.1073/pnas.1003995107","Structure of the 70S ribosome bound to release factor 2 and a substrate analog provides insights into catalysis of peptide release.",
"3JBN-1","2015-09-16","3JBN","10.1093/nar/gkv991","Dynamical features of the Plasmodium falciparum ribosome during translation.",
"4V5G-2","2009-09-01","4V5G","10.1126/science.1179700","The crystal structure of the ribosome bound to EF-Tu and aminoacyl-tRNA.",
"4V5G-1","2009-09-01","4V5G","10.1126/science.1179700","The crystal structure of the ribosome bound to EF-Tu and aminoacyl-tRNA.",
"3J16-1","2011-12-12","3J16","10.1038/nature10829","Structural basis of highly conserved ribosome recycling in eukaryotes and archaea.",
"4V5H-1","2009-10-26","4V5H","10.1126/science.1177662","Structural insight into nascent polypeptide chain-mediated translational stalling.",
"3DLL-1","2008-06-27","3DLL","10.1073/pnas.0804276105","The oxazolidinone antibiotics perturb the ribosomal peptidyl-transferase center and effect tRNA positioning",
"5IMR-1","2016-03-06","5IMR","10.1074/jbc.M116.725945","Structure of the GTP Form of Elongation Factor 4 (EF4) Bound to the Ribosome",
"4V6Y-1","2013-10-14","4V6Y","10.1038/nsmb.2690","Energy barriers and driving forces in tRNA translocation through the ribosome.",
"1XMQ-1","2004-10-04","1XMQ","10.1038/nsmb861","The role of modifications in codon discrimination by tRNA(Lys)(UUU).",
"6O9K-1","2019-03-14","6O9K","10.1038/s41586-019-1249-5","Late steps in bacterial translation initiation visualized using time-resolved cryo-EM.",
"3J2H-1","2012-09-28","3J2H","10.1093/nar/gks1256","Dissecting the in vivo assembly of the 30S ribosomal subunit reveals the role of RimM and general features of the assembly process.",
"5LZE-1","2016-09-29","5LZE","10.1038/nature20560","The pathway to GTPase activation of elongation factor SelB on the ribosome.",
"6MTE-1","2018-10-19","6MTE","10.7554/eLife.40486","Structures of translationally inactive mammalian ribosomes.",
"4V6X-1","2013-02-27","4V6X","10.1038/nature12104","Structures of the human and Drosophila 80S ribosome.",
"4V79-1","2013-10-14","4V79","10.1038/nsmb.2690","Energy barriers and driving forces in tRNA translocation through the ribosome.",
"5IMQ-1","2016-03-06","5IMQ","10.1074/jbc.M116.725945","Structure of the GTP Form of Elongation Factor 4 (EF4) Bound to the Ribosome",
"6O9J-1","2019-03-14","6O9J","10.1038/s41586-019-1249-5","Late steps in bacterial translation initiation visualized using time-resolved cryo-EM.",
"5LZF-1","2016-09-29","5LZF","10.1038/nature20560","The pathway to GTPase activation of elongation factor SelB on the ribosome.",
"6MTD-1","2018-10-19","6MTD","10.7554/eLife.40486","Structures of translationally inactive mammalian ribosomes.",
"4V7I-1","2009-10-21","4V7I","10.1016/j.str.2009.09.010","Regulation of the protein-conducting channel by a bound ribosome.",
"6SJ5-2","2019-08-12","6SJ5","10.1038/s41467-020-15517-0","Mechanism of ribosome shutdown by RsfS in Staphylococcus aureus revealed by integrative structural biology approach.",
"6SJ5-1","2019-08-12","6SJ5","10.1038/s41467-020-15517-0","Mechanism of ribosome shutdown by RsfS in Staphylococcus aureus revealed by integrative structural biology approach.",
"5LZT-1","2016-10-02","5LZT","10.1016/j.cell.2016.10.046","Decoding Mammalian Ribosome-mRNA States by Translational GTPase Complexes.",
"5TGM-1","2016-09-28","5TGM","10.15252/embr.201642943","Molecular insights into protein synthesis with proline residues.",
"5TGM-2","2016-09-28","5TGM","10.15252/embr.201642943","Molecular insights into protein synthesis with proline residues.",
"6V3B-1","2019-11-25","6V3B","10.1128/mBio.03117-19","Cryo-electron Microscopy Structure of the Acinetobacter baumannii 70S Ribosome and Implications for New Antibiotic Development.",
"4V7H-1","2009-09-22","4V7H","10.1016/j.str.2009.09.015","Comprehensive molecular structure of the eukaryotic ribosome.",
"6SJ6-1","2019-08-12","6SJ6","10.1038/s41467-020-15517-0","Mechanism of ribosome shutdown by RsfS in Staphylococcus aureus revealed by integrative structural biology approach.",
"5LZD-1","2016-09-29","5LZD","10.1038/nature20560","The pathway to GTPase activation of elongation factor SelB on the ribosome.",
"2ZJQ-1","2008-03-08","2ZJQ","10.1016/j.molcel.2008.01.009","Translational regulation via L11: molecular switches on the ribosome turned on and off by thiostrepton and micrococcin.",
"5KCS-1","2016-06-06","5KCS","10.1073/pnas.1604790113","Structures of the orthosomycin antibiotics avilamycin and evernimicin in complex with the bacterial 70S ribosome.",
"5KCR-1","2016-06-06","5KCR","10.1073/pnas.1604790113","Structures of the orthosomycin antibiotics avilamycin and evernimicin in complex with the bacterial 70S ribosome.",
"2ZJR-1","2008-03-08","2ZJR","10.1016/j.molcel.2008.01.009","Translational regulation via L11: molecular switches on the ribosome turned on and off by thiostrepton and micrococcin.",
"1J5E-1","2002-04-08","1J5E","10.1038/35030006","Structure of the 30S ribosomal subunit.",
"4V6A-1","2009-06-15","4V6A","10.1126/science.1175800","Formation of the first peptide bond: the structure of EF-P bound to the 70S ribosome.",
"4V6A-2","2009-06-15","4V6A","10.1126/science.1175800","Formation of the first peptide bond: the structure of EF-P bound to the 70S ribosome.",
"6OJ2-1","2019-04-10","6OJ2","10.1073/pnas.2004170117","Disruption of evolutionarily correlated tRNA elements impairs accurate decoding.",
"3JCD-1","2015-12-01","3JCD","10.1038/nsmb.3160","EF4 disengages the peptidyl-tRNA CCA end and facilitates back-translocation on the 70S ribosome",
"6OJ2-2","2019-04-10","6OJ2","10.1073/pnas.2004170117","Disruption of evolutionarily correlated tRNA elements impairs accurate decoding.",
"6FXC-1","2018-03-08","6FXC","10.1038/s41467-017-00753-8","The cryo-EM structure of hibernating 100S ribosome dimer from pathogenic Staphylococcus aureus.",
"2UXB-1","2007-03-28","2UXB","10.1261/rna.367307","Structures of tRNAs with an expanded anticodon loop in the decoding center of the 30S ribosomal subunit.",
"4V5K-2","2010-05-29","4V5K","10.1038/nsmb.1896","Structural Basis for 16S Ribosomal RNA Cleavage by the Cytotoxic Domain of Colicin E3.",
"4V5K-1","2010-05-29","4V5K","10.1038/nsmb.1896","Structural Basis for 16S Ribosomal RNA Cleavage by the Cytotoxic Domain of Colicin E3.",
"1K9M-1","2001-10-29","1K9M","10.1016/S1097-2765(02)00570-1","The structures of four macrolide antibiotics bound to the large ribosomal subunit.",
"4V49-1","2003-06-13","4V49","10.1073/pnas.1133380100","X-ray Crystal Structures of the WT and a Hyper-Accurate Ribosome From Escherichia Coli",
"6GZQ-1","2018-07-04","6GZQ","10.1038/s41467-018-06724-x","Cryo-EM structure of the hibernating Thermus thermophilus 100S ribosome reveals a protein-mediated dimerization mechanism.",
"2QEX-1","2007-06-26","2QEX","10.1128/AAC.00455-07","Negamycin binds to the wall of the nascent chain exit tunnel of the 50S ribosomal subunit.",
"5DGF-1","2015-08-27","5DGF",,"Coping with proline stalling: structural basis of hypusine-induced protein synthesis by the eukaryotic ribosome",
"5DGF-2","2015-08-27","5DGF",,"Coping with proline stalling: structural basis of hypusine-induced protein synthesis by the eukaryotic ribosome",
"4V48-1","2003-05-06","4V48","10.1016/S0092-8674(03)00427-6","Study of the structural dynamics of the E. coli 70S ribosome using real space refinement",
"1J3A-1","2003-01-21","1J3A",,"Crystal structure of ribosomal protein L13 from hyperthermophilic archaeon Pyrococcus horikoshii",
"4WZO-1","2014-11-20","4WZO","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"4WZO-2","2014-11-20","4WZO","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"1K73-1","2001-10-18","1K73","10.1016/S0022-2836(03)00668-5","Structures of Five Antibiotics Bound at the Peptidyl Transferase Center of 
the Large Ribosomal Subunit",
"6N1D-1","2018-11-08","6N1D","10.1073/pnas.1901310116","Spontaneous ribosomal translocation of mRNA and tRNAs into a chimeric hybrid state.",
"6N1D-2","2018-11-08","6N1D","10.1073/pnas.1901310116","Spontaneous ribosomal translocation of mRNA and tRNAs into a chimeric hybrid state.",
"6UO1-1","2019-10-14","6UO1","10.1073/pnas.1821754116","Pseudouridinylation of mRNA coding sequences alters translation.",
"6UO1-2","2019-10-14","6UO1","10.1073/pnas.1821754116","Pseudouridinylation of mRNA coding sequences alters translation.",
"6RBD-1","2019-04-10","6RBD","10.1038/s41467-019-10678-z","Conformational proofreading of distant 40S ribosomal subunit maturation events by a long-range communication mechanism.",
"6NU2-1","2019-01-30","6NU2","10.1073/pnas.1815675116","Structural insights into unique features of the human mitochondrial ribosome recycling.",
"1P9X-1","2003-05-13","1P9X","10.1128/JB.185.14.4276-4279.2003","Structural insight into the antibiotic action of telithromycin against resistant mutants",
"6OXI-1","2019-05-13","6OXI","10.1093/nar/gkz760","Monomeric YoeB toxin retains RNase activity but adopts an obligate dimeric form for thermal stability.",
"6OXI-2","2019-05-13","6OXI","10.1093/nar/gkz760","Monomeric YoeB toxin retains RNase activity but adopts an obligate dimeric form for thermal stability.",
